Category_name,prodtype,#Website_link,Page_type,VMID,ID,Name,Short_description,Description,rxcode,first_paragraph,features,@image,sizes_dia,size_min,size_max,max_pressure,temp_min,temp_max,operation,connection,material,materialsu,sterilizable,shore_hardness,leak_resistance,flowrate_min,flowrate_max
"Single-Use Fittings & connectors",SU,https://romynox.nl/steam-thru?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,773,19644,"CPC - Steam-Thru","Create a quick and easy sterile connection between a hybrid system","It is therefore essential that all microorganisms still active in your system are eliminated. CPC's Steam-Thru is designed for hybrid systems and enables a steam in place process. The patented three-port design allows steam to pass directly through the connection. This creates a sterile flow between your stainless steel processing equipment and single-use systems, without disassembling your equipment. This results in saving time, eliminating unnecessary cleaning procedures and reducing validation. By eliminating the need to disassemble equipment, Steam-Thru simplifies the SIP process and decreases validation time and costs. It also reduces cleaning and sanitation costs. See the specification sheet for an overview of the dimensions and sizes.  ","FQK ","With aseptic processing, even the smallest amount of microbiological activity coming into direct contact with the process input will result in the loss of your batch.","Innovative three-port design RXBLLTPatented valve design RXBLLT¾"" and 1 ½"" sanitary terminations RXBLLTAutoclavable and gamma-sterilizable","/product-images/Steam-Thru Connections (2).png",,,,2.1,,40,,,,,"Autoclave, Gamma Irradiation, SIP",,,15.16,26.53
"Single-Use Fittings & connectors",SU,https://romynox.nl/steam-thru-ii?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,774,19645,"CPC - Steam-Thru II","Flexible steam on and steam off connection between a hybrid system."," It is therefore essential that all still active micro-organisms in the system are eliminated. Compared to the steam-Thru, the steam-Thru II can be switched from flow mode to steam mode. This allows you to remove any residual media residue through a steam off cycle. Due to a thumb latch, you can easily switch between ""steam on"" and ""steam off"" and use the connector several times. The patented three-port design allows steam to pass directly through the connection. This creates a sterile flow between your stainless steel processing equipment and single-use systems, without the need to disassemble your equipment. This results in saving time, eliminating unnecessary cleaning procedures and reducing validation. See the specification sheet for an clear overview of the dimensions and sizes.  ","FQL ","With aseptic processing, even the smallest amount of microbiological activity coming into direct contact with the process input will result in your batch going to waste.","Innovative three-port design RXBLLTPatented valve design RXBLLTThumb latch RXBLLT¾"" and 1 ½"" sanitary terminations RXBLLTAutoclavable and gamma-sterilizable","/product-images/Steam-Thru Connections II (3).png",,,,1.4,,40,,,,,"Autoclave, Gamma Irradiation, SIP",,,11.37,34.11
"Single-Use Fittings & connectors",SU,https://romynox.nl/flowlinx-end-cap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1342,31391,"FLOWLINX - End Cap","Increased efficiency end caps to avoid cross contamination","They have a convenient grip tab for easy placement and removal. Polypropylene sanitary end caps are compatible with other TC flanges made to ASME-BPE standards. The grip tab feature allows convenient placement and removal without the need for tools, and the polypropylene material is designed to be durable and chemical resistant. Specification       Ups Class VI and Animal free Validation Package with BPOG Extractables Testing Tested to 94 PSI (6.5 bar) for Leak Resistance Size : 3/4"" (Mini) TC End Cap 1-1/2"" (Maxi) TC End Cap Technical data  "," ","FlowLinX Sanitary End Caps come in 3/4? (Mini) and 1-1/2? (Maxi) flange sizes","Manufactured in an ISO 8 Cleanroom in accordance with ISO 14644 principles RXBLLTSterilizable by ETO, E-beam, Autoclaving (121°C for 20 minutes), and Gamma-Irradiation RXBLLTMade of Polypropylene RXBLLTCompatible to ASME-BPE","/product-images/FlowLinX  Mini TC End single use (1).png",,,,,,,,,,,"Autoclave, Ethylene Oxide, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/flowlinx-instrument-tee?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1345,31152,"FLOWLINX - Instrument Tee","Ensures a secure connection to the pressure transducer","The instrument tee is made of polypropylene material that is gamma-compatible and animal component-free. Hose barb connections are available from 3/8"" to 1"" for use with silicone and TPE tubing. Each FlowLinX IT features a 1½"" sanitary flange for connecting a pressure transducer and can be integrated into a fluid path assembly with a FlowLinX gasket, sanitary clamp, and end cap. Polypropylene is chosen for its superior chemical compatibility and ability to be sterilized in gamma radiation, which is necessary for applications in the high-purity sector. The hose barb connections provide an airtight seal to the silicone and TPE tubing. While the sanitary flange ensures a secure connection to the pressure transducer. The FlowLinX IT assembly provides a complete system, providing superior performance and preventing leaks. Specification       Ups Class VI and animal component-free Size : FlowLinX Instrument Tee, 1.5"" Sanitary x 3/8"" Barb FlowLinX Instrument Tee, 1.5"" Sanitary x 1/2"" Barb FlowLinX Instrument Tee, 1.5"" Sanitary x 3/4"" Barb FlowLinX Instrument Tee, 1.5"" Sanitary x 1"" Barb   Technical data  "," ","The FlowLinX Instrument Tee (IT) is ideal for pharmaceutical and biotechnology applications where pressure monitoring and accuracy are important.","Manufactured in an ISO 7 Cleanroom RXBLLTSterilizable by Gamma Irradiation and Autoclave RXBLLTMade of glass reinforced nylon RXBLLTCompatible to ASME-BPE","/product-images/FlowLinX Instrument Tee sanitary 3 1.png",,,,,,,,,,,"Autoclave, Gamma Irradiation",,,3.79,34.11
"Single-Use Fittings & connectors",SU,https://romynox.nl/flowlinx-polypropylene-sanitary-fittings?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1348,31365,"FLOWLINX - Polypropylene Sanitary Fittings","Ensure a sterile environment and maintain sterility during use","They are available in 3/4"" and 1-1/2"" flange sizes and can be easily assembled with silicone and TPE tubing. The FlowLinX Sanitary Fittings are available in polypropylene materials and are compatible with other ASME-BPE TC flanges.  These fittings are designed to meet the highest level of sanitary standards, with smooth surfaces and no crevices or pockets where bacteria, dirt, or other contaminants can hide. The polypropylene material is non-porous and highly resistant to corrosion, and the flange sizes are designed to provide a tight seal. This ensures the system is leak-proof and safe for single-use applications.   Size :"," ","FlowLinX Sanitary Fittings are designed for single use fluid transfer applications where sanitary processing is critical.","Manufactured in an ISO 8 Cleanroom in accordance with ISO 14644 principles RXBLLTSterilizable by Gamma Irradiation, ETO or Autoclave RXBLLTValidation Package with BPOG Extractables Testing","/product-images/sanitary fitting flowlinx.png",,,,,,,,,,,"Autoclave, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/flowlinx-sanitary-reducer?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1349,31378,"FLOWLINX - Sanitary Reducer","Connection between two different outer diameters of hose assemblies","As part of a complete system, FlowLinX's Sanitary Reducers are compatible with other TC flanges that follow ASME-BPE specifications. The polypropylene material provides superior chemical compatibility with a wide range of chemicals and is ideal for use in pharmaceutical applications. The ASME-BPE-compliant flanges ensure that the product is designed and manufactured to meet the highest quality standards, providing a secure and leak-free connection. Specification       Ups Class VI and animal component-free Smooth Inner Surface for Superior Flow Size : 3"" to 1.5"",  1.5"" to 0.75"" Technical data"," ","FlowLinX Sanitary Reducers are designed for single use fluid transfer applications and are available in polypropylene material.","Manufactured in an ISO 8 Cleanroom RXBLLTSterilizable by Gamma Irradiation, ETO or Autoclave RXBLLTMade of glass reinforced nylon RXBLLTCompatible to ASME-BPE","/product-images/FlowLinX 3 to 1 2.png",,,,,,,,,,,"Autoclave, Ethylene Oxide, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/disposable-fittings?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,38,2649,"NORDSON MEDICAL - Disposable Fittings","Fittings for aseptic processes","The line exists of more than 4000 products in sizes 1/8"" to 6"" like fitting clamps (innovative design!), bag ports, sanitary fittings, luers, tube fittings, quick connect fittings. In different materials and configurations. Compliant to ASME BPE and produced animal derivated free.   Technical details : "," ","Romynox offers a complete range single-use disposable fittings for aseptic Bioprocesses","100% resistance to Acetone, Tetrahydrofuran, Chlorobenzene RXBLLTHighly Compatible to Ethylene Oxide (EtO)",/product-images/nordson-disposable-fittings.jpg,,1/8,1/8,,,,,,"Polypropylene (PP)",,"Autoclave, Ethylene Oxide, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/nordson-medical-bioendcap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,373,31029,"NORDSON MEDICAL - Sanitary endcap with pulltab","End Caps with pull tab","Produced from DMF listed polypropylene compliant with FDA and USP Class VI and EuropeanPharmacopeia. Every end cap is permanently moulded with the production lot number and size identification. Uniquely constructed pull-tab ensures easy removal of the cap. Suitable for sterilisation by autoclave and gamma irradiation, gamma stable, up to 40 kGy."," ","BioEndCaps are designed to terminate a disposable manifold until an in-process new sterile connection is to be made."," Produced from DMF listed polypropylene RXBLLTcompliant with FDA and USP  RXBLLT permanently moulded with the production lot number and size identification","/product-images/NORDSON MEDICAL - Sanitary endcap with pulltab.jpg",,,,,,,,,,,"Autoclave, Ethylene Oxide, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/nordson-medical-flatbioendcap?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,369,31017,"NORDSON MEDICAL -Sanitary Endcap Flat","End caps for connectors","Every end cap is permanently moulded with the production lot number and size identification. Reduces the time it takes to drain a bag by 17% to 24%. Works with leading industry single-use bags. Number part available :  SFM2XC-6005 : Sanitary Fitting Maxi 2.0"" End Cap, Animal-free Natural Polypropylene SFM3C-6005 : Flat End Cap w/ 3"" Flange, Animal-Free Nat PP SFM3XC-6005 : Sanitary Fitting Maxi 3.0"" End Cap, Animal-free Natural Polypropylene SFM4C-6005 : Flat End Cap w/ 4"" (101.6mm) Flange, Animal-Free Nat PP SFMNC-6005 : Sanitary Fitting Mini End Cap, Animal-free Natural Polypropylene SFMXC-6005 : Sanitary Fitting Maxi End Cap, Animal-free Natural Polypropylene read the pdf about here   "," ","FlatBioEndCaps are produced from DMF listed polypropylene compliant with FDA and USP Class VI and European Pharmacopeia.","Produced from DMF listed polypropylene RXBLLTCompliant to ASME BPE ferrule specifications  RXBLLTResins ensure heat sealing with polyethylene bags RXBLLTImproves fluid dynamics of flow through the port","/product-images/NORDSON MEDICAL -Sanitary Endcap Flat.jpg",,,,,,,,,,,"Autoclave, Ethylene Oxide, Gamma Irradiation",,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/true-union-clamps?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,658,19651,"ROMYNOX - True Union Clamps","Designed for higher pressures than standard Nylon Sanitary Clamps","Designed for higher pressures TBL's true-union clamps are known worldwide for their quality and reliability. Designed for higher pressures than standard Nylon Sanitary Clamps and increased tamper-resistance, our Kynar® true-union clamps are an ideal solution for critical non-metallic sanitary process lines. They are easily assembled and disassembled with a Spanner wrench. These clamps also fit in tight spaces and do not corrode plastic clamping surfaces like stainless steel. The perfect sollution for singe-use procceses. Kynar® PVDF TBL uses the highest quality, virgin-grade material available. Our Kynar® PVDF resin complies with USP Class VI, NSF, FDA and many other regulatory requirements. All true union clamps are lot traceable. Please contact us for technical assistance or a quote.","QHI ","True-union Clamps are designed for higher pressures than standard Nylon tri-clamps. The clamps are known for their quality and reliability. ","Kynar® PVDF resin complies with USP Class VI, NSF, FDA RXBLLTSizes 3/4"", 1"" Maxi, 1-1/2"" RXBLLTEasily assembled and dissembled RXBLLTHold up to high pressures ",/product-images/true-union-clamp.jpg,,,,,,,,,,,,,,,
"Single-Use Fittings & connectors",SU,https://romynox.nl/saint-gobain-barblock-ultra-secure-retainers?utm_source=catalogue_RVS&utm_medium=qrcode&utm_campaign=catalogue_page,3,1355,31122,"SAINT-GOBAIN - BarbLock® Ultra-Secure Retainers","one-piece retainer","When it comes to retaining flexible tubing and hose onto barbed fittings, BarbLock retainer is the only system with a full 360° radial crimp behind the barb and 360° of compression directly over the barb's ridge.  BarbLock retainers have become the standard in many industries, including biopharmaceutical, medical, and laboratory because they solve inherent leak path problems in sensitive and demanding applications. The retainer uses no adhesives or solvents, is ideal for systems transferring delicate liquids or gases, and is quick and easy to assemble, saving valuable time. Leak-free Connections Made of only 1 piece, the system is quick and easy to assemble. BarbLock retainers are fully compatible with Pure-Fit® SIB® fittings and provide complete 360° compression for leak-free connections. For small assembly volumes, you can use the BarbLock hand tool. But if your workload is high, it is recommended to use the BarbLock® Handheld Pneumatic Tool and the BarbLock® Tabletop model to accomplish the task.   Technical data"," ","BarbLock® Ultra-Secure Retainers are the most advanced design available in today?s demanding connective applications","Replaces leak-prone cable ties and traditional clamps RXBLLTCompatible with all flexible tubing materials RXBLLTFull 360° compression over the barb and full dynamic retention RXBLLTEliminates solvent bonding, ultraviolet bonding and toxic adhesives RXBLLTConstructed with USP Class VI materials RXBLLTQuick and easy to assemble with the BarbLock hand tool RXBLLTConsist of one piece eliminating one assembly step and reducing assembly errors","/product-images/Saint-Gobain - BarbLock Ultra-Secure Retainers FRAME.png",,,,,,,,,,,"Gamma Irradiation",,,,
